City,Country,Date,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind_speed
Makakilo City,US,2019-12-08 01:23:26,21.35,-158.09,82.4,58,1,8.05
Whitehorse,CA,2019-12-08 01:27:24,60.72,-135.06,14.0,92,75,16.11
Blind River,CA,2019-12-08 01:27:24,46.19,-82.96,35.6,74,90,12.75
Beni Suef,EG,2019-12-08 01:27:24,29.07,31.1,47.88,89,0,1.61
Caraquet,CA,2019-12-08 01:27:25,47.79,-64.94,19.99,57,90,14.99
Sabha,LY,2019-12-08 01:27:25,27.03,14.43,61.83,30,26,8.12
Thompson,CA,2019-12-08 01:27:25,55.74,-97.86,-9.4,69,5,10.29
Mao,DO,2019-12-08 01:27:25,19.55,-71.08,77.0,94,40,4.7
Asheboro,US,2019-12-08 01:27:25,35.71,-79.81,44.6,80,1,5.3
Teguise,ES,2019-12-08 01:27:25,29.06,-13.56,62.6,77,20,10.29
Margate,AU,2019-12-08 01:27:25,-43.03,147.26,66.0,48,75,5.82
Mareeba,AU,2019-12-08 01:27:25,-16.99,145.42,91.99,51,48,9.17
Talcahuano,CL,2019-12-08 01:27:25,-36.72,-73.12,60.8,72,0,8.05
Sabang,PH,2019-12-08 01:27:26,13.8,121.11,80.01,76,0,13.0
Tawau,MY,2019-12-08 01:27:26,4.26,117.89,86.0,70,75,4.7
Kapit,MY,2019-12-08 01:27:26,2.02,112.94,73.24,98,96,1.48
Leningradskiy,RU,2019-12-08 01:27:26,69.38,178.42,-2.67,98,100,24.11
Prince Rupert,CA,2019-12-08 01:27:26,54.32,-130.32,30.2,100,40,6.69
Kenai,US,2019-12-08 01:27:26,60.55,-151.26,39.2,80,90,13.87
Owase,JP,2019-12-08 01:27:26,34.07,136.2,41.29,78,1,4.5
Lakota,CI,2019-12-08 01:27:26,5.85,-5.68,74.53,87,100,2.68
Freeport,BS,2019-12-08 01:23:21,26.54,-78.7,69.8,77,20,1.12
Buin,CL,2019-12-08 01:27:27,-33.73,-70.74,69.8,55,0,11.41
Oranjestad,AW,2019-12-08 01:27:27,12.52,-70.03,82.4,74,20,12.75
Gornopravdinsk,RU,2019-12-08 01:27:27,60.06,69.92,28.54,97,100,5.26
Swan Hill,AU,2019-12-08 01:27:27,-35.34,143.56,78.39,26,11,7.02
Kourou,GF,2019-12-08 01:27:27,5.16,-52.64,75.2,94,2,3.42
Sandwick,GB,2019-12-08 01:27:27,54.57,-2.89,54.0,93,100,24.16
Bereda,ES,2019-12-08 01:27:27,43.27,-7.54,59.0,87,40,11.41
Vanimo,PG,2019-12-08 01:27:28,-2.67,141.3,82.31,76,100,5.06
Mogadishu,SO,2019-12-08 01:25:50,2.04,45.34,82.65,76,0,13.91
Ostrovnoy,RU,2019-12-08 01:27:28,68.05,39.51,28.42,90,100,12.28
Dudinka,RU,2019-12-08 01:27:28,69.41,86.18,10.4,85,75,6.71
Qaqortoq,GL,2019-12-08 01:27:28,60.72,-46.03,37.4,32,100,12.75
Kochevo,BG,2019-12-08 01:27:29,42.1,24.92,41.0,86,71,5.82
Morozovsk,RU,2019-12-08 01:27:29,48.35,41.83,31.17,91,0,6.69
Launceston,AU,2019-12-08 01:24:27,-41.43,147.14,70.0,34,37,4.7
Anadyr,RU,2019-12-08 01:27:29,64.73,177.51,3.2,77,20,17.9
Flin Flon,CA,2019-12-08 01:27:29,54.77,-101.88,-2.2,70,5,12.75
Blagoyevo,RU,2019-12-08 01:27:29,63.37,47.92,32.83,98,100,8.75
Emerald,AU,2019-12-08 01:27:29,-23.53,148.16,93.99,34,0,10.29
Aswan,EG,2019-12-08 01:27:29,24.09,32.9,54.64,59,0,11.63
Neuquen,AR,2019-12-08 01:27:30,-38.95,-68.06,80.6,18,0,3.36
Saint George,GR,2019-12-08 01:27:30,39.45,22.34,48.2,93,75,1.07
Kerur,IN,2019-12-08 01:27:30,16.02,75.57,65.93,94,6,9.78
Ponta do Sol,BR,2019-12-08 01:27:30,-20.63,-46.0,67.44,93,87,7.0
Ketchikan,US,2019-12-08 01:27:30,55.34,-131.65,37.4,86,40,6.93
Abu Samrah,SY,2019-12-08 01:27:30,35.3,37.18,48.63,75,0,5.7
Patterson,US,2019-12-08 01:27:30,37.47,-121.13,64.4,77,90,6.93
Zhezkazgan,KZ,2019-12-08 01:27:30,47.8,67.71,17.6,92,90,6.71
Kisesa,TZ,2019-12-08 01:27:31,-2.55,33.05,72.43,68,100,1.36
Veinticinco de Mayo,AR,2019-12-08 01:27:31,-27.38,-54.75,66.0,72,0,2.26
Kungurtug,RU,2019-12-08 01:27:31,50.6,97.53,11.14,95,99,1.97
Salalah,OM,2019-12-08 01:27:31,17.01,54.1,78.8,83,75,2.24
Wamba,CD,2019-12-08 01:27:31,2.14,27.99,67.6,96,37,2.21
Cabo San Lucas,MX,2019-12-08 01:25:07,22.89,-109.91,77.0,73,40,5.82
North Bend,US,2019-12-08 01:27:31,43.41,-124.22,52.0,93,90,3.83
Yalvac,TR,2019-12-08 01:27:31,38.3,31.18,32.4,40,34,4.27
Nebbi,UG,2019-12-08 01:27:31,2.48,31.09,66.33,69,69,6.31
Kuvshinovo,RU,2019-12-08 01:27:31,57.03,34.18,32.56,86,100,14.38
Roald,NO,2019-12-08 01:27:32,62.58,6.12,37.4,64,95,11.41
Vodnyy,RU,2019-12-08 01:27:32,63.51,53.41,26.78,96,98,5.66
Acapulco,MX,2019-12-08 01:27:32,16.86,-99.88,80.6,78,5,8.05
Necochea,AR,2019-12-08 01:27:32,-38.55,-58.74,66.99,22,14,4.0
Gerash,IR,2019-12-08 01:27:32,27.67,54.14,59.0,82,20,2.75
Lianran,CN,2019-12-08 01:27:32,24.92,102.47,39.0,86,31,2.24
De Aar,ZA,2019-12-08 01:27:33,-30.65,24.01,66.11,62,29,4.68
Havelock,US,2019-12-08 01:26:13,34.88,-76.9,45.0,73,1,18.34
Warrington,GB,2019-12-08 01:24:11,53.39,-2.59,54.0,100,75,20.8
Sambava,MG,2019-12-08 01:27:33,-14.27,50.17,72.0,95,100,1.77
Mosquera,CO,2019-12-08 01:27:33,4.71,-74.23,55.4,82,40,6.93
Dehui,CN,2019-12-08 01:27:33,44.53,125.71,21.2,48,0,11.18
Tuktoyaktuk,CA,2019-12-08 01:27:27,69.44,-133.03,1.4,84,75,6.93
Mangrol,IN,2019-12-08 01:27:33,25.33,76.51,54.91,59,0,2.86
Miraflores,PE,2019-12-08 01:27:33,-16.39,-71.52,55.4,76,38,2.24
Nurota,UZ,2019-12-08 01:27:34,40.56,65.69,33.8,82,36,2.24
Port Hawkesbury,CA,2019-12-08 01:27:34,45.62,-61.36,26.01,53,90,16.11
Tezu,IN,2019-12-08 01:27:34,27.93,96.16,54.34,35,0,3.22
Eyl,SO,2019-12-08 01:27:34,7.98,49.82,78.73,84,100,13.11
Otradnoye,RU,2019-12-08 01:27:35,59.77,30.8,34.0,96,90,6.71
Tsnori,GE,2019-12-08 01:27:35,41.62,45.98,41.0,86,75,2.24
Cockburn Town,TC,2019-12-08 01:27:36,21.46,-71.14,79.43,79,0,18.81
Toora-Khem,RU,2019-12-08 01:27:36,52.47,96.11,13.28,96,100,1.97
Muromtsevo,RU,2019-12-08 01:27:36,56.37,75.24,31.73,96,100,10.09
Ahipara,NZ,2019-12-08 01:27:37,-35.17,173.16,80.01,89,71,18.95
Rudnogorsk,RU,2019-12-08 01:27:37,57.27,103.75,11.98,96,98,4.65
Comodoro Rivadavia,AR,2019-12-08 01:27:37,-45.87,-67.48,75.2,27,83,12.75
Vila Franca do Campo,PT,2019-12-08 01:27:37,37.72,-25.43,64.0,77,75,4.7
Thabazimbi,ZA,2019-12-08 01:27:38,-24.59,27.41,64.99,99,100,2.46
Medina del Campo,ES,2019-12-08 01:27:38,41.31,-4.92,34.0,100,90,4.7
Lakes Entrance,AU,2019-12-08 01:27:38,-37.88,147.99,66.0,59,69,3.0
Kitsuki,JP,2019-12-08 01:27:38,33.42,131.62,51.8,57,75,4.7
Banda Aceh,ID,2019-12-08 01:25:03,5.56,95.32,71.87,92,19,4.94
San Luis,AR,2019-12-08 01:27:38,-33.3,-66.34,73.4,46,40,25.28
Havre-Saint-Pierre,CA,2019-12-08 01:27:39,50.23,-63.6,8.6,60,90,8.05
Asahi,JP,2019-12-08 01:27:39,35.74,140.65,52.0,61,20,5.82
Zhangye,CN,2019-12-08 01:27:39,38.94,100.46,24.91,29,39,7.7
Ta Khmau,KH,2019-12-08 01:27:39,11.48,104.95,71.6,56,40,18.34
Sandakan,MY,2019-12-08 01:27:39,5.84,118.12,77.0,100,75,4.52
Dromolaxia,CY,2019-12-08 01:27:39,34.88,33.59,51.8,76,3,2.24
Zyryanka,RU,2019-12-08 01:27:39,65.73,150.89,-27.89,98,95,5.44
Saint Lawrence,MT,2019-12-08 01:27:39,36.06,14.2,57.0,100,5,3.36
Inyonga,TZ,2019-12-08 01:27:39,-6.72,32.06,64.62,95,95,4.07
Aquiraz,BR,2019-12-08 01:25:53,-3.9,-38.39,86.0,74,20,5.82
Smoky Lake,CA,2019-12-08 01:27:40,54.11,-112.47,10.99,86,99,5.99
Victoria Point,AU,2019-12-08 01:27:40,-27.58,153.3,89.01,54,75,10.29
Aranos,NA,2019-12-08 01:27:40,-24.14,19.11,69.96,67,9,1.83
Wajir,KE,2019-12-08 01:27:40,1.75,40.07,79.32,72,90,8.97
Shelburne,CA,2019-12-08 01:27:40,44.08,-80.2,26.01,73,75,4.7
Manta,RO,2019-12-08 01:27:40,45.1,24.1,37.89,75,3,3.6
Kuytun,RU,2019-12-08 01:27:41,54.34,101.51,18.14,87,100,2.59
Sisimiut,GL,2019-12-08 01:27:41,66.94,-53.67,5.68,89,67,6.49
Naze,NG,2019-12-08 01:27:41,5.43,7.07,77.0,94,20,3.8
Longyearbyen,NO,2019-12-08 01:27:41,78.22,15.63,1.4,64,20,12.75
Arsenyev,RU,2019-12-08 01:27:41,44.16,133.27,7.65,74,0,7.14
Ischia,IT,2019-12-08 01:27:41,46.03,11.25,39.0,54,5,2.91
Mayahi,NE,2019-12-08 01:27:41,13.95,7.67,69.22,12,100,9.33
Puta,AZ,2019-12-08 01:23:59,40.3,49.66,41.0,100,75,4.7
Omboue,GA,2019-12-08 01:27:41,-1.57,9.26,71.28,98,72,1.41
Iqaluit,CA,2019-12-08 01:27:41,63.75,-68.52,14.0,66,75,14.99
Sorong,ID,2019-12-08 01:27:42,-0.86,131.25,80.74,90,97,0.51
Verkh-Usugli,RU,2019-12-08 01:27:42,52.7,115.17,-3.82,97,63,0.29
Kupang,ID,2019-12-08 01:27:42,-10.16,123.6,87.8,74,40,5.82
Namibe,AO,2019-12-08 01:27:42,-15.19,12.15,71.83,75,96,7.38
Verkhniy Landekh,RU,2019-12-08 01:27:42,56.84,42.6,30.49,79,100,14.85
Zhigansk,RU,2019-12-08 01:27:42,66.77,123.37,-36.09,92,81,12.28
Viedma,AR,2019-12-08 01:27:42,-40.81,-62.99,63.19,45,28,5.46
Banjarmasin,ID,2019-12-08 01:27:42,-3.32,114.59,83.32,74,100,1.77
Vila,IT,2019-12-08 01:27:42,45.18,8.4,41.0,84,39,4.7
Kavaratti,IN,2019-12-08 01:27:43,10.57,72.64,82.44,73,100,7.78
Mahbubabad,IN,2019-12-08 01:27:43,17.62,80.02,65.71,83,12,2.04
Sorland,NO,2019-12-08 01:27:43,67.67,12.69,38.44,72,82,22.15
Lompoc,US,2019-12-08 01:24:12,34.64,-120.46,62.01,87,90,3.36
Rome,IT,2019-12-08 01:27:17,41.89,12.48,55.4,93,27,3.36
Ustupo,PA,2019-12-08 01:27:43,9.13,-77.93,73.51,97,90,2.19
Saint-Joseph,FR,2019-12-08 01:27:43,43.56,6.97,48.99,93,40,3.36
Chiredzi,ZW,2019-12-08 01:27:43,-21.05,31.67,79.32,48,100,6.15
Cap-aux-Meules,CA,2019-12-08 01:27:44,47.38,-61.86,23.0,57,75,21.92
Mercedes,UY,2019-12-08 01:27:44,-33.25,-58.03,70.0,35,54,4.0
Sao Filipe,CV,2019-12-08 01:27:44,14.9,-24.5,69.84,77,1,15.95
Humaita,AR,2019-12-08 01:27:44,-24.93,-65.37,73.4,64,90,4.7
Itabira,BR,2019-12-08 01:27:44,-19.62,-43.23,66.2,88,75,4.7
Babaeski,TR,2019-12-08 01:27:44,41.43,27.09,38.98,80,75,3.09
Zharkovskiy,RU,2019-12-08 01:27:44,55.85,32.27,34.92,92,100,12.57
Glendive,US,2019-12-08 01:27:44,47.11,-104.71,39.99,74,1,6.93
Padilla,CO,2019-12-08 01:27:44,3.23,-76.31,71.6,73,75,4.7
Matay,EG,2019-12-08 01:27:45,28.42,30.79,51.1,83,0,5.28
Ous,RU,2019-12-08 01:27:45,60.91,61.52,24.03,92,91,5.26
Catuday,PH,2019-12-08 01:27:45,16.29,119.81,76.98,71,3,3.02
Panorama,BR,2019-12-08 01:27:45,-21.35,-51.86,74.41,49,10,2.01
Karratha,AU,2019-12-08 01:27:45,-20.74,116.85,85.95,48,0,9.13
Beira,ES,2019-12-08 01:27:45,43.2,-8.36,59.0,87,40,11.41
Atikokan,CA,2019-12-08 01:27:45,48.76,-91.62,27.23,92,100,10.27
Christchurch,NZ,2019-12-08 01:26:00,-43.53,172.64,72.0,37,53,16.11
Tiffin,US,2019-12-08 01:26:00,41.11,-83.18,34.0,69,1,5.82
Bossangoa,CF,2019-12-08 01:27:46,6.5,17.45,70.66,29,97,3.33
Garowe,SO,2019-12-08 01:27:46,8.41,48.48,72.19,86,100,6.4
Eureka,US,2019-12-08 01:27:46,40.8,-124.16,55.99,87,90,5.82
Fare,PF,2019-12-08 01:27:46,-16.7,-151.02,82.54,78,34,15.97
Sidney,US,2019-12-08 01:27:46,47.72,-104.16,44.6,52,90,12.75
Chernyshevskiy,RU,2019-12-08 01:27:46,63.01,112.47,2.01,97,100,1.83
Poum,MK,2019-12-08 01:27:46,41.28,20.71,39.97,96,55,1.21
Cuajinicuilapa,MX,2019-12-08 01:27:47,16.47,-98.41,77.59,77,2,4.07
Wynyard,AU,2019-12-08 01:27:47,-40.99,145.73,69.01,53,40,10.0
Pundaguitan,PH,2019-12-08 01:27:47,6.37,126.17,81.21,79,62,7.43
Lazaro Cardenas,MX,2019-12-08 01:27:47,28.39,-105.62,66.2,42,20,4.7
Songea,TZ,2019-12-08 01:27:47,-10.68,35.65,66.92,94,14,1.34
Okahandja,NA,2019-12-08 01:27:47,-21.98,16.91,66.2,63,96,3.36
Salaga,GH,2019-12-08 01:27:47,8.55,-0.52,83.52,46,4,5.17
Namatanai,PG,2019-12-08 01:27:47,-3.66,152.44,84.4,68,100,4.14
Henties Bay,NA,2019-12-08 01:27:47,-22.12,14.28,68.0,87,18,1.01
Ligayan,PH,2019-12-08 01:27:48,4.65,119.47,82.54,79,96,9.6
Nouadhibou,MR,2019-12-08 01:27:48,20.93,-17.03,62.6,77,0,23.04
Bay Roberts,CA,2019-12-08 01:27:48,47.58,-53.28,33.01,92,90,24.16
Menongue,AO,2019-12-08 01:27:48,-14.66,17.68,63.68,95,100,6.49
Bathsheba,BB,2019-12-08 01:27:48,13.22,-59.52,80.6,74,40,14.99
Tuatapere,NZ,2019-12-08 01:27:48,-46.13,167.69,57.0,68,100,7.0
San Cristobal,HN,2019-12-08 01:27:48,14.68,-86.92,66.04,86,59,2.26
Ormara,PK,2019-12-08 01:27:49,25.21,64.64,76.17,46,0,7.54
Berlevag,NO,2019-12-08 01:27:49,70.86,29.09,30.42,90,98,1.1
Fort Dodge,US,2019-12-08 01:27:49,42.5,-94.17,39.99,60,1,17.22
Nuevo Progreso,US,2019-12-08 01:27:49,26.05,-97.95,70.0,68,90,8.05
Sistranda,NO,2019-12-08 01:27:49,63.73,8.83,39.99,100,75,20.8
Tocopilla,CL,2019-12-08 01:27:49,-22.09,-70.2,54.93,51,52,1.39
Tromso,NO,2019-12-08 01:24:16,69.65,18.96,28.4,86,75,18.34
Garden City,US,2019-12-08 01:27:50,43.62,-116.24,50.0,66,90,11.41
Nizhniy Tsasuchey,RU,2019-12-08 01:27:50,50.52,115.13,0.88,86,5,2.46
Talant,FR,2019-12-08 01:27:50,47.34,5.0,46.4,100,90,9.17
Meulaboh,ID,2019-12-08 01:27:50,4.14,96.13,80.01,82,95,13.58
Caravelas,BR,2019-12-08 01:27:50,-17.73,-39.27,72.61,93,93,9.46
Koslan,RU,2019-12-08 01:27:51,63.46,48.9,32.49,97,98,9.42
Kloulklubed,PW,2019-12-08 01:24:05,7.04,134.26,82.4,83,75,6.93
Dongsheng,CN,2019-12-08 01:27:51,29.72,112.52,45.86,57,6,3.11
Broken Hill,AU,2019-12-08 01:27:51,-31.97,141.45,87.8,10,0,12.75
Dhilwan,IN,2019-12-08 01:27:51,30.78,76.19,54.28,55,0,1.39
Port Hardy,CA,2019-12-08 01:27:51,50.7,-127.42,44.6,100,90,11.41
Port-Cartier,CA,2019-12-08 01:27:51,50.03,-66.88,15.01,56,75,13.87
Kitui,KE,2019-12-08 01:27:51,-1.37,38.02,67.01,90,86,2.24
Karwar,IN,2019-12-08 01:27:51,14.8,74.13,76.03,74,18,7.27
Ambulu,ID,2019-12-08 01:27:52,-8.35,113.61,80.89,79,65,5.5
Smithers,CA,2019-12-08 01:24:08,54.78,-127.17,17.6,92,90,0.27
Parkes,AU,2019-12-08 01:27:52,-33.14,148.18,82.96,15,0,6.58
Esperance,AU,2019-12-08 01:27:52,-33.86,121.89,66.2,55,90,18.34
Bundaberg,AU,2019-12-08 01:27:52,-24.87,152.35,89.6,46,21,11.41
Poronaysk,RU,2019-12-08 01:27:52,49.22,143.1,12.11,66,65,12.15
Fountain Hills,US,2019-12-08 01:27:52,33.61,-111.72,66.99,52,75,4.7
Mahanoro,MG,2019-12-08 01:27:52,-19.9,48.8,80.56,84,99,21.3
Dagana,MR,2019-12-08 01:27:52,16.52,-15.51,71.6,40,91,2.24
Fairbanks,US,2019-12-08 01:26:54,64.84,-147.72,12.0,91,75,3.4
Khor,RU,2019-12-08 01:27:53,47.88,134.96,-9.29,84,0,6.04
Hamilton,CA,2019-12-08 01:26:18,43.26,-79.87,28.99,79,20,3.36
Alugan,PH,2019-12-08 01:27:53,12.22,125.48,81.12,79,25,6.02
Wakkanai,JP,2019-12-08 01:27:53,45.41,141.67,15.8,66,75,27.51
Kulykivka,UA,2019-12-08 01:27:53,51.37,31.65,32.23,89,58,9.46
Hovd,NO,2019-12-08 01:27:53,63.83,10.7,39.99,74,90,20.8
Wufeng,CN,2019-12-08 01:27:53,27.44,104.87,38.01,83,100,0.81
Busko-Zdroj,PL,2019-12-08 01:27:54,50.47,20.72,43.0,78,95,7.0
Nelson Bay,AU,2019-12-08 01:27:54,-32.72,152.14,80.6,51,40,14.99
Yulara,AU,2019-12-08 01:27:54,-25.24,130.99,104.0,4,0,17.22
Beloha,MG,2019-12-08 01:27:55,-25.17,45.06,71.98,89,61,4.94
Madanapalle,IN,2019-12-08 01:27:55,13.56,78.5,63.46,98,97,2.42
Ambon,FR,2019-12-08 01:27:55,47.55,-2.56,55.0,93,90,9.17
Kaili,ID,2019-12-08 01:27:56,-3.46,120.21,68.25,80,85,1.79
Grand Gaube,MU,2019-12-08 01:27:57,-20.01,57.66,75.0,88,40,6.93
Myanaung,MM,2019-12-08 01:27:57,18.28,95.32,57.94,75,78,3.58
Najran,SA,2019-12-08 01:27:57,17.54,44.22,59.0,44,0,3.87
Bodden Town,KY,2019-12-08 01:27:58,19.28,-81.25,78.8,74,97,5.82
Cam Ranh,VN,2019-12-08 01:27:58,11.92,109.15,75.2,64,75,17.22
Benguela,AO,2019-12-08 01:27:58,-12.58,13.4,76.03,75,90,5.06
Artyom,RU,2019-12-08 01:27:58,43.36,132.19,12.2,66,0,4.47
Stromness,CA,2019-12-08 01:27:58,42.87,-79.55,28.99,79,20,3.36
Abay,KZ,2019-12-08 01:27:58,49.63,72.87,23.0,92,75,20.13
Mujiayingzi,CN,2019-12-08 01:27:58,42.12,118.78,21.79,40,89,5.88
Vitim,RU,2019-12-08 01:27:58,59.44,112.57,16.18,95,100,6.89
Biscarrosse,FR,2019-12-08 01:27:59,44.41,-1.18,52.0,100,90,4.7
Harboore,DK,2019-12-08 01:27:59,56.62,8.18,46.4,93,100,12.75
Pio XII,BR,2019-12-08 01:27:59,-3.89,-45.17,79.03,77,79,6.51
Salinas,US,2019-12-08 01:23:35,36.67,-121.66,63.0,63,75,9.17
Half Moon Bay,US,2019-12-08 01:27:59,37.46,-122.43,60.01,100,75,18.34
Tura,RU,2019-12-08 01:27:59,64.27,100.22,3.97,95,99,2.89
Tahoua,NE,2019-12-08 01:28:00,14.89,5.26,71.6,21,100,4.7
Monte Carmelo,BR,2019-12-08 01:28:00,-18.73,-47.5,69.98,91,100,1.54
Totness,US,2019-12-08 01:28:00,33.74,-80.8,54.0,71,1,5.82
Conde,BR,2019-12-08 01:28:00,-11.81,-37.61,80.51,88,7,15.79
Fershampenuaz,RU,2019-12-08 01:28:01,53.52,59.82,22.44,89,20,11.07
Vilyuysk,RU,2019-12-08 01:28:01,63.75,121.63,-26.25,86,63,10.31
Puro,PH,2019-12-08 01:28:01,13.13,123.76,78.49,85,56,12.46
Healdsburg,US,2019-12-08 01:28:01,38.61,-122.87,59.0,93,90,8.05
Oudtshoorn,ZA,2019-12-08 01:28:01,-33.59,22.2,57.34,79,36,2.91
Northam,AU,2019-12-08 01:28:01,-31.65,116.67,69.8,49,75,13.87
Noumea,NC,2019-12-08 01:25:26,-22.28,166.46,93.2,49,94,14.99
Ust-Nera,RU,2019-12-08 01:28:01,64.57,143.24,-18.2,97,100,0.92
Gudari,IN,2019-12-08 01:28:01,19.34,83.79,59.38,95,28,2.37
Faya,SA,2019-12-08 01:28:02,18.39,42.45,53.6,76,1,4.7
Phayakkhaphum Phisai,TH,2019-12-08 01:28:02,15.52,103.19,59.0,72,75,6.93
Masallatah,LY,2019-12-08 01:28:02,32.62,14.0,64.81,32,99,11.79
Kizukuri,JP,2019-12-08 01:28:02,40.81,140.39,33.01,74,75,13.87
Caraz,PE,2019-12-08 01:24:40,-9.05,-77.81,50.79,83,100,1.66
Tual,ID,2019-12-08 01:28:02,-5.67,132.75,84.09,70,100,1.03
Skibbereen,IE,2019-12-08 01:28:02,51.55,-9.27,48.2,70,40,19.46
Finschhafen,PG,2019-12-08 01:28:03,-6.6,147.85,83.84,69,54,8.21
Evensk,RU,2019-12-08 01:28:03,61.92,159.24,2.32,64,100,12.97
Pitkyaranta,RU,2019-12-08 01:28:03,61.57,31.48,37.76,96,100,15.48
Requena,ES,2019-12-08 01:28:03,39.49,-1.1,48.99,93,0,3.36
Velingara,SN,2019-12-08 01:28:03,13.64,-16.01,77.0,36,93,6.93
Farafangana,MG,2019-12-08 01:28:03,-22.82,47.83,80.08,85,75,13.78
